Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Mercedes-Benz,C 180,1300000,1994,Алматы,седан,1.8,механика,,задний привод,слева,,Да
Lexus,LX 600,85500000,2022,Алматы,внедорожник,3.5,автомат,25000.0,полный привод,слева,черный,Да
Lexus,RX 300,6300000,2001,Алматы,кроссовер,3.0,автомат,,полный привод,слева,серый,Да
Jeep,Grand Cherokee,7500000,2005,Алматы,внедорожник,3.7,автомат,,полный привод,слева,серый металлик,Да
ВАЗ (Lada),Largus,6500000,2015,Алматы,универсал,1.6,механика,85000.0,передний привод,слева,синий металлик,Да
Mitsubishi,L200,19700000,2023,Алматы,пикап,2.4,автомат,25.0,полный привод,слева,серый металлик,Да
Kia,Stinger,19800000,2019,Алматы,лифтбек,3.3,автомат,,полный привод,слева,серый металлик,Да
Ford,Mustang,7000000,2006,Алматы,купе,4.6,автомат,165000.0,задний привод,слева,красный,Да
Toyota,Sienna,19000000,2020,Алматы,минивэн,3.5,автомат,110016.0,передний привод,слева,белый металлик,Да
ГАЗ,ГАЗель,3350000,2003,Алматы,пикап,2.9,механика,,задний привод,слева,бежевый,Да
Lexus,LS 460,8500000,2009,Алматы,седан,4.6,автомат,,полный привод,слева,белый металлик,Да
BMW,X7,68000000,2021,Алматы,кроссовер,4.4,автомат,35000.0,полный привод,слева,белый металлик,Да
Honda,CR-V,5150000,2003,Алматы,кроссовер,2.4,автомат,216000.0,полный привод,слева,,Да
Hyundai,Palisade,25500000,2021,Алматы,кроссовер,3.8,автомат,16000.0,полный привод,слева,белый металлик,Да
Toyota,Sienna,7500000,2003,Алматы,минивэн,3.3,автомат,200000.0,полный привод,слева,серый металлик,Да
Lexus,ES 350,9800000,2010,Алматы,седан,3.5,автомат,220000.0,передний привод,слева,белый металлик,Да
Nissan,Sunny,9000000,2020,Алматы,седан,1.6,автомат,9300.0,передний привод,слева,белый,Да
Zeekr,001,24690000,2023,Алматы,лифтбек,,автомат,70.0,полный привод,слева,черный металлик,Да
Ford,Transit,3300000,2000,Алматы,фургон,2.2,механика,,передний привод,слева,белый,Да
Lexus,RX 350,15000000,2012,Алматы,кроссовер,3.5,автомат,60000.0,полный привод,слева,белый металлик,Да
Hyundai,Starex,2700000,2003,Алматы,минивэн,2.5,автомат,,задний привод,слева,серебристый металлик,Да
Subaru,Outback,6000000,2007,Алматы,универсал,2.5,автомат,,полный привод,слева,черный металлик,Да
Mercedes-Benz,S 280,4500000,1979,Алматы,седан,2.8,автомат,360000.0,задний привод,слева,синий металлик,Да
Volkswagen,Polo,4200000,2015,Алматы,седан,1.6,механика,175000.0,передний привод,слева,белый металлик,Да
Audi,Q7,23000000,2016,Алматы,кроссовер,3.0,автомат,160000.0,полный привод,слева,серый металлик,Да
Hyundai,Sonata,14600000,2023,Алматы,седан,2.0,автомат,13000.0,передний привод,слева,белый металлик,Да
Mitsubishi,Galant,640000,1989,Конаев (Капшагай),хэтчбек,2.0,механика,410000.0,передний привод,слева,,Да
Li,L9,30000000,2023,Алматы,кроссовер,1.5,автомат,4500.0,полный привод,слева,черный,Да
Mercedes-Benz,S 500,16000000,2011,Алматы,седан,4.7,автомат,,полный привод,слева,,Да
Toyota,Camry,16050000,2021,Алматы,седан,2.5,автомат,75467.0,передний привод,слева,серый,Да
Peugeot,Partner,11950000,2019,Алматы,фургон,1.6,механика,,передний привод,слева,белый,Да
Toyota,Camry,13080000,2015,Алматы,седан,2.5,автомат,150902.0,передний привод,слева,белый,Да
Volkswagen,ID.6,14200000,2023,Алматы,кроссовер,,автомат,,задний привод,слева,синий,Да
Volkswagen,ID.4,14477000,2023,Алматы,кроссовер,,автомат,,задний привод,слева,белый,Да
Nissan,Qashqai,13500000,2022,Алматы,кроссовер,1.2,вариатор,,передний привод,слева,коричневый,Да
Infiniti,QX50,22990000,2022,Алматы,кроссовер,2.0,вариатор,,полный привод,слева,,Да
Chevrolet,Cobalt,7190000,2022,Алматы,седан,1.5,автомат,33289.0,передний привод,слева,серый,Да
Kia,Rio X-Line,10560000,2022,Алматы,хэтчбек,1.6,автомат,8667.0,передний привод,слева,серый,Да
Hyundai,Accent,5100000,2012,Алматы,хэтчбек,1.6,автомат,186500.0,передний привод,слева,белый металлик,Да
Nissan,X-Trail,15380000,2021,Алматы,кроссовер,2.5,вариатор,18644.0,полный привод,слева,белый,Да
Toyota,RAV 4,12910000,2015,Алматы,кроссовер,2.0,вариатор,113204.0,полный привод,слева,серебристый,Да
Chevrolet,Cobalt,6600000,2021,Алматы,седан,1.5,автомат,91793.0,передний привод,слева,белый,Да
Toyota,Camry,13980000,2018,Алматы,седан,2.5,автомат,121991.0,передний привод,слева,,Да
Kia,Rio,5650000,2015,Алматы,седан,1.6,автомат,112365.0,передний привод,слева,,Да
Dodge,Caravan,11700000,2016,Алматы,минивэн,3.6,автомат,111111.0,передний привод,слева,серый металлик,Да
Volkswagen,Golf,1100000,1995,Алматы,хэтчбек,1.8,механика,,передний привод,слева,серебристый металлик,Да
BMW,X3,6900000,2007,Алматы,кроссовер,2.5,автомат,118500.0,полный привод,слева,синий металлик,Да
BMW,525,3100000,2001,Алматы,седан,2.5,автомат,,задний привод,слева,,Да
Kia,Optima,10200000,2018,Алматы,седан,2.0,автомат,62000.0,передний привод,слева,белый металлик,Да
Toyota,Sienna,14000000,2017,Алматы,минивэн,3.5,автомат,150.0,передний привод,слева,коричневый,Да
Toyota,Highlander,29000000,2023,Алматы,кроссовер,2.4,автомат,60.0,полный привод,слева,черный металлик,Да
Kia,Cerato,7100000,2017,Алматы,седан,2.0,автомат,,передний привод,слева,черный металлик,Да
Foton,Alpha,1900000,2012,Алматы,фургон,2.2,механика,,задний привод,слева,белый,Да
ВАЗ (Lada),Priora 2172 (хэтчбек),2300000,2012,Алматы,хэтчбек,1.6,механика,178000.0,передний привод,слева,серебристый металлик,Да
Toyota,Alphard,7500000,2006,Алматы,минивэн,3.0,автомат,76000.0,передний привод,справа,,Нет
Mercedes-Benz,S 55,9500000,2003,Алматы,седан,5.4,автомат,172000.0,задний привод,слева,серебристый металлик,Да
Hyundai,Palisade,34900000,2022,Алматы,кроссовер,3.8,автомат,3000.0,полный привод,слева,,Да
BMW,530,21000000,2018,Алматы,седан,2.0,автомат,140000.0,полный привод,слева,белый металлик,Да
Renault,Logan,1500000,2012,Алматы,седан,1.6,механика,777.0,передний привод,слева,белый,Да
Mercedes-Benz,EQC,28300000,2020,Алматы,кроссовер,,автомат,,полный привод,слева,серебристый металлик,Да
Toyota,Camry,17000000,2022,Алматы,седан,2.5,автомат,30000.0,передний привод,слева,черный,Да
Toyota,Camry,7500000,2007,Алматы,седан,2.4,автомат,,передний привод,слева,серебристый металлик,Да
Toyota,Highlander,11900000,2010,Алматы,кроссовер,3.5,автомат,128640.0,полный привод,слева,белый металлик,Да
Volkswagen,Tiguan,5500000,2009,Алматы,кроссовер,2.0,автомат,287000.0,полный привод,слева,красный,Да
Lexus,RX 300,8200000,2004,Алматы,кроссовер,3.0,автомат,229000.0,полный привод,слева,синий металлик,Да
Toyota,Alphard,10500000,2007,Алматы,минивэн,3.0,автомат,137000.0,передний привод,слева,черный металлик,Да
Audi,A8,13500000,2015,Алматы,седан,3.0,автомат,221736.0,полный привод,слева,черный металлик,Да
Mercedes-Benz,S 400,28700000,2015,Алматы,седан,3.0,автомат,87700.0,полный привод,слева,серый,Да
Porsche,Cayenne,15000000,2010,Алматы,кроссовер,4.8,автомат,125620.0,полный привод,слева,белый,Да
Mercedes-Benz,S 500,87000000,2021,Алматы,седан,3.0,автомат,19000.0,полный привод,слева,,Да
Hyundai,Tucson,16800000,2022,Алматы,кроссовер,2.5,автомат,,полный привод,слева,серый металлик,Да
Nissan,Terrano,3500000,1997,Есик,внедорожник,2.4,механика,,полный привод,слева,,Да
Volkswagen,Polo,5350000,2014,Алматы,седан,1.6,автомат,125000.0,передний привод,слева,серебристый металлик,Да
Lexus,NX 200,19000000,2018,Алматы,кроссовер,2.0,автомат,58000.0,полный привод,слева,белый,Да
Toyota,Camry,14800000,2019,Алматы,седан,2.5,автомат,57000.0,передний привод,слева,белый металлик,Да
Mercedes-Benz,CL 63 AMG,13000000,2007,Алматы,купе,6.3,автомат,137000.0,задний привод,слева,серый металлик,Да
BMW,X5,42500000,2020,Алматы,кроссовер,3.0,автомат,28300.0,полный привод,слева,белый,Да
Toyota,Carina E,2600000,1995,Есик,универсал,1.8,механика,,передний привод,справа,вишня металлик,Да
Kia,Rio,9300000,2021,Алматы,седан,1.6,автомат,19890.0,передний привод,слева,черный,Да
Toyota,Land Cruiser Prado,17900000,2013,Алматы,внедорожник,2.7,автомат,172000.0,полный привод,слева,белый,Да
BMW,550,10500000,2006,Алматы,седан,4.8,механика,92000.0,задний привод,слева,черный металлик,Да
Toyota,Estima,6200000,2001,Алматы,минивэн,3.0,автомат,,полный привод,справа,серебристый металлик,Да
Mercedes-Benz,B 180,5400000,2011,Алматы,хэтчбек,1.7,вариатор,167000.0,передний привод,слева,бордовый металлик,Да
Lexus,ES 350,12900000,2015,Алматы,седан,3.5,автомат,139000.0,передний привод,слева,белый металлик,Да
Porsche,Macan,17000000,2015,Алматы,кроссовер,3.0,робот,70000.0,полный привод,слева,,Да
Toyota,RAV 4,12500000,2015,Алматы,кроссовер,2.0,вариатор,85000.0,полный привод,слева,,Да
Lexus,RX 350,8300000,2006,Алматы,кроссовер,3.5,автомат,,передний привод,слева,серебристый,Да
Mercedes-Benz,EQE,38000000,2022,Алматы,седан,,автомат,4000.0,задний привод,слева,черный металлик,Да
Hyundai,Santa Fe,21900000,2022,Алматы,кроссовер,2.5,автомат,18500.0,передний привод,слева,белый,Да
Toyota,Camry,6700000,2007,Алматы,седан,2.4,автомат,195581.0,передний привод,слева,серебристый,Да
BMW,X7,72000000,2022,Алматы,кроссовер,3.0,автомат,5000.0,полный привод,слева,синий металлик,Да
Toyota,Corolla,2000000,1995,Алматы,хэтчбек,1.3,автомат,401400.0,передний привод,справа,серебристый,Да
Hyundai,Grandeur,27500000,2022,Алматы,седан,2.5,автомат,4500.0,передний привод,слева,белый металлик,Да
Audi,A6,2499000,1997,Алматы,седан,2.4,механика,,передний привод,слева,серебристый металлик,Да
Mazda,626,1400000,1990,Алматы,седан,2.0,механика,,передний привод,слева,,Да
Porsche,Panamera,26000000,2011,Алматы,лифтбек,4.8,робот,80000.0,полный привод,слева,хамелеон,Да
Toyota,Camry,12860000,2016,Алматы,седан,2.5,автомат,110998.0,передний привод,слева,синий,Да
Toyota,RAV 4,22000000,2021,Алматы,кроссовер,2.5,автомат,76000.0,полный привод,слева,,Да
Ford,Escort,1500000,1996,Алматы,универсал,2.3,механика,,передний привод,слева,черный металлик,Да
Zeekr,001,24890000,2023,Алматы,лифтбек,,автомат,,полный привод,слева,серый,Да
Porsche,Cayenne,117000000,2023,Алматы,кроссовер,4.0,автомат,,полный привод,слева,,Да
Mitsubishi,Diamante,600000,1997,Отеген-Батыр,седан,2.5,автомат,,передний привод,справа,серебристый металлик,Да
Hyundai,Palisade,22000000,2021,Шымкент,кроссовер,3.8,автомат,,полный привод,слева,белый металлик,Да
Mitsubishi,Diamante,600000,1995,Алматы,седан,2.5,автомат,,передний привод,справа,серебристый,Да
Toyota,Camry,15380000,2018,Алматы,седан,2.5,автомат,56134.0,передний привод,слева,черный,Да
Toyota,RAV 4,13100000,2017,Алматы,кроссовер,2.5,автомат,99043.0,полный привод,слева,серый,Да
Toyota,Camry,15360000,2018,Алматы,седан,2.5,автомат,164120.0,передний привод,слева,черный,Да
Kia,Sportage,12280000,2017,Алматы,кроссовер,2.0,автомат,48481.0,полный привод,слева,черный,Да
Mitsubishi,Pajero,2100000,1994,Алматы,внедорожник,2.8,автомат,300000.0,полный привод,слева,бирюзовый металлик,Да
Kia,Sportage,9310000,2014,Алматы,кроссовер,2.0,автомат,178147.0,полный привод,слева,серый,Да
Lexus,GS 350,12700000,2013,Алматы,седан,3.5,автомат,160000.0,полный привод,слева,белый металлик,Да
Mazda,5,7150000,2012,Алматы,минивэн,2.5,автомат,154000.0,передний привод,слева,черный металлик,Да
Kia,Sportage,20000000,2023,Алматы,кроссовер,2.5,автомат,8000.0,полный привод,слева,белый,Да
Toyota,Land Cruiser,59500000,2023,Алматы,внедорожник,3.5,автомат,1800.0,полный привод,слева,белый металлик,Да
Hyundai,Elantra,11500000,2023,Алматы,седан,1.5,вариатор,55.0,передний привод,слева,белый металлик,Да
Toyota,RAV 4,12300000,2015,Алматы,кроссовер,2.0,автомат,110000.0,полный привод,слева,белый,Да
Nissan,Cefiro,2400000,1995,Алматы,седан,2.5,автомат,150.0,передний привод,справа,синий,Да
Toyota,Land Cruiser Prado,9000000,2006,Алматы,внедорожник,2.7,автомат,300000.0,полный привод,слева,белый металлик,Да
Nissan,Qashqai,7200000,2013,Алматы,кроссовер,2.0,вариатор,,полный привод,слева,,Да
Lexus,LX 570,65000000,2020,Алматы,внедорожник,5.7,автомат,45000.0,полный привод,слева,черный металлик,Да
Daewoo,Nexia,1100000,2000,Алматы,седан,1.5,механика,,передний привод,слева,,Да
Toyota,Camry,17500000,2023,Алматы,седан,2.5,автомат,15.0,передний привод,слева,черный металлик,Да
ГАЗ,ГАЗель,3000000,2006,Алматы,пикап,2.9,механика,72727.0,задний привод,слева,белый,Да
Acura,MDX,6800000,2007,Алматы,кроссовер,3.5,автомат,341108.0,полный привод,слева,,Да
ГАЗ,ГАЗель,3700000,2007,Алматы,пикап,2.9,механика,,задний привод,слева,белый,Да
Toyota,Avensis,4300000,2004,Алматы,седан,2.0,автомат,,передний привод,слева,бордовый,Да
Toyota,RAV 4,3200000,1997,Алматы,кроссовер,2.0,автомат,,полный привод,слева,,Да
Lexus,NX 200t,16500000,2014,Алматы,кроссовер,2.0,автомат,80000.0,полный привод,слева,серебристый металлик,Да
Hyundai,Sonata,15900000,2021,Алматы,седан,2.5,автомат,38000.0,передний привод,слева,белый,Да
Nissan,Primera,1000000,1990,Алматы,универсал,2.0,механика,,передний привод,слева,,Да
Toyota,Camry,12800000,2015,Алматы,седан,2.5,автомат,128000.0,передний привод,слева,,Да
Volkswagen,LT,1900000,1996,Алматы,пикап,2.5,механика,,задний привод,слева,оранжевый,Да
Toyota,Land Cruiser,31500000,2016,Алматы,внедорожник,4.6,автомат,150000.0,полный привод,слева,черный,Да
SsangYong,Actyon,6900000,2014,Алматы,кроссовер,2.0,автомат,70010.0,полный привод,слева,серебристый,Да
Toyota,Land Cruiser Prado,24350000,2019,Алматы,внедорожник,2.7,автомат,58000.0,полный привод,слева,белый металлик,Да
Land Rover,Range Rover Sport,8000000,2009,Алматы,внедорожник,4.2,автомат,,полный привод,слева,черный металлик,Да
Hyundai,i30,11200000,2022,Алматы,универсал,1.5,автомат,6400.0,передний привод,слева,синий металлик,Да
Mitsubishi,Outlander,7100000,2011,Алматы,кроссовер,2.0,вариатор,242000.0,передний привод,слева,черный металлик,Да
Mercedes-Benz,GLC 300,17500000,2015,Алматы,кроссовер,2.0,автомат,107000.0,полный привод,слева,коричневый металлик,Да
Hyundai,Tucson,17900000,2022,Алматы,кроссовер,2.5,автомат,13000.0,полный привод,слева,серый металлик,Да
Nissan,Teana,6000000,2008,Алматы,седан,3.5,вариатор,,передний привод,слева,,Да
Hyundai,Santa Fe,19300000,2022,Алматы,кроссовер,2.5,автомат,80.0,полный привод,слева,белый,Да
Toyota,RAV 4,7500000,2009,Алматы,кроссовер,2.5,автомат,200000.0,полный привод,слева,белый металлик,Да
Lexus,ES 300,6100000,2002,Алматы,седан,3.0,автомат,,передний привод,слева,серебристый металлик,Да
Volkswagen,Golf,2750000,1994,Алматы,хэтчбек,1.8,автомат,,передний привод,слева,,Да
Toyota,Camry,5000000,2002,Алматы,седан,3.0,автомат,,передний привод,слева,черный металлик,Да
Mazda,MPV,2400000,1995,Алматы,минивэн,2.5,автомат,,полный привод,справа,бордовый,Да
Mazda,626,500000,1991,Алматы,седан,2.0,механика,,передний привод,слева,черный металлик,Да
Renault,Kaptur,8850000,2021,Алматы,кроссовер,1.3,вариатор,61500.0,передний привод,слева,серый металлик,Да
Lexus,GS 300,7200000,2007,Алматы,седан,3.0,автомат,,задний привод,слева,черный металлик,Да
Mazda,CX-5,12500000,2019,Алматы,кроссовер,2.0,автомат,29000.0,передний привод,слева,серый,Да
Toyota,Camry,4499000,2007,Алматы,седан,2.4,автомат,299000.0,передний привод,слева,серебристый металлик,Да
Toyota,Corolla,4900000,2007,Алматы,седан,1.6,робот,181983.0,передний привод,слева,серебристый,Да
Lexus,IS 250,13100000,2015,Алматы,седан,2.5,автомат,75000.0,задний привод,слева,черный,Да
Subaru,Forester,10100000,2016,Алматы,кроссовер,2.5,вариатор,60000.0,полный привод,слева,серебристый металлик,Да
Lexus,GX 460,38000000,2021,Алматы,внедорожник,4.6,автомат,90000.0,полный привод,слева,серый металлик,Да
Kia,K5,13000000,2022,Алматы,седан,2.0,автомат,34000.0,передний привод,слева,белый металлик,Да
Hyundai,Sonata,11900000,2019,Алматы,седан,2.0,автомат,,передний привод,слева,серый,Да
Toyota,Camry,13850000,2017,Алматы,седан,2.5,автомат,159000.0,передний привод,слева,белый металлик,Да
Hyundai,Sonata,6300000,2015,Алматы,седан,2.4,автомат,,передний привод,слева,белый металлик,Да
BMW,M2,27500000,2020,Алматы,купе,3.0,робот,5350.0,задний привод,слева,серый,Да
BMW,i3,12500000,2017,Алматы,хэтчбек,,автомат,60000.0,задний привод,слева,белый,Да
Toyota,Corolla,7650000,2014,Алматы,седан,1.8,вариатор,190000.0,передний привод,слева,серый металлик,Да
Toyota,Highlander,30000000,2020,Алматы,кроссовер,3.5,автомат,60000.0,полный привод,слева,синий,Да
Citroen,Xantia,850000,1999,Алматы,универсал,2.0,автомат,,передний привод,слева,,Да
Toyota,Camry,8900000,2012,Алматы,седан,2.5,автомат,189500.0,передний привод,слева,черный металлик,Да
Geely,Monjaro,17456250,2023,Алматы,кроссовер,2.0,автомат,,полный привод,слева,белый,Нет
Li,L7,23836000,2023,Алматы,кроссовер,1.5,автомат,,полный привод,слева,серый,Да
Zeekr,001,25790000,2023,Алматы,лифтбек,,автомат,,полный привод,слева,оранжевый,Да
Kia,Cerato,13690000,2023,Алматы,седан,1.6,автомат,,передний привод,слева,серый металлик,Да
ГАЗ,ГАЗель,7300000,2017,Алматы,пикап,2.7,механика,,задний привод,слева,,Да
Kia,Sportage,9210000,2014,Алматы,кроссовер,2.0,автомат,151477.0,полный привод,слева,белый,Да
Toyota,RAV 4,11900000,2016,Алматы,кроссовер,2.5,автомат,49000.0,полный привод,слева,,Да
Toyota,Land Cruiser Prado,27800000,2017,Алматы,внедорожник,4.0,автомат,88658.0,полный привод,слева,белый металлик,Да
Toyota,Land Cruiser,3000000,2000,Алматы,внедорожник,4.7,автомат,570000.0,полный привод,слева,черный,Нет
Toyota,Corolla,11490000,2021,Алматы,седан,1.6,вариатор,38353.0,передний привод,слева,белый,Да
Toyota,RAV 4,11180000,2013,Алматы,кроссовер,2.5,автомат,206029.0,полный привод,слева,серый,Да
Mercedes-Benz,S 320,6000000,2001,Алматы,седан,3.2,автомат,135000.0,задний привод,слева,синий металлик,Нет
Haval,Jolion,8670000,2021,Алматы,кроссовер,1.5,робот,34552.0,передний привод,слева,черный,Да
Subaru,Forester,14800000,2018,Алматы,кроссовер,2.5,вариатор,118380.0,полный привод,слева,синий,Да
Toyota,Land Cruiser,48500000,2022,Алматы,внедорожник,4.0,автомат,,полный привод,слева,белый металлик,Да
Toyota,Corolla,9250000,2018,Алматы,седан,1.6,вариатор,99077.0,передний привод,слева,белый,Да
Subaru,Forester,15900000,2019,Алматы,кроссовер,2.5,вариатор,51460.0,полный привод,слева,серый,Да
Kia,Picanto,5750000,2015,Алматы,хэтчбек,1.2,автомат,51186.0,передний привод,слева,серый,Да
Volkswagen,Passat,3700000,2006,Алматы,седан,2.0,автомат,202000.0,передний привод,слева,синий,Да
Toyota,Corolla,9700000,2017,Алматы,седан,1.6,вариатор,103000.0,передний привод,слева,белый,Да
JAC,J7,9000000,2022,Алматы,лифтбек,1.5,вариатор,2900.0,передний привод,слева,,Да
Mazda,MPV,2100000,1996,Алматы,минивэн,2.5,автомат,100000.0,задний привод,справа,зеленый,Да
Hyundai,Accent,5950000,2015,Алматы,седан,1.6,автомат,112543.0,передний привод,слева,,Да
Nissan,Primera,1700000,1996,Алматы,седан,2.0,механика,400000.0,передний привод,слева,зеленый металлик,Да
Lexus,RX 330,8700000,2005,Алматы,кроссовер,3.3,автомат,,полный привод,слева,серебристый,Да
Mercedes-Benz,CLA 45 AMG,47000000,2021,Алматы,седан,2.0,робот,9000.0,полный привод,слева,серебристый металлик,Да
Mercedes-Benz,CLA 200,23500000,2020,Алматы,седан,1.3,робот,9750.0,передний привод,слева,белый,Да
Toyota,Estima,5450000,2005,Алматы,минивэн,3.0,автомат,122000.0,передний привод,справа,серебристый металлик,Нет
BMW,530,28500000,2021,Алматы,седан,2.0,автомат,28000.0,полный привод,слева,белый,Да
Toyota,Carina II,800000,1990,Алматы,хэтчбек,1.6,механика,,передний привод,слева,белый,Да
Land Rover,Range Rover Sport,22000000,2014,Алматы,внедорожник,3.0,автомат,87000.0,полный привод,слева,белый металлик,Да
Volkswagen,Polo,6300000,2015,Алматы,седан,1.6,автомат,109000.0,передний привод,слева,черный металлик,Да
Hyundai,Sonata,6500000,2011,Алматы,седан,2.4,автомат,281575.0,передний привод,слева,белый,Да
Mazda,3,12000000,2021,Алматы,седан,2.5,автомат,36000.0,полный привод,слева,хамелеон металлик,Да
Geely,Monjaro,18700000,2023,Алматы,кроссовер,2.0,робот,,передний привод,слева,зеленый металлик,Да
Hyundai,Santa Fe,19000000,2021,Алматы,кроссовер,2.5,автомат,27000.0,полный привод,слева,белый,Да
Lamborghini,Urus,169000000,2021,Алматы,кроссовер,4.0,автомат,4200.0,полный привод,слева,жёлтый,Да
Daewoo,Damas,1250000,2004,Алматы,минивэн,0.8,механика,,задний привод,слева,,Да
Chevrolet,Express,27000000,2005,Алматы,минивэн,5.3,автомат,65000.0,полный привод,слева,,Да
Land Rover,Range Rover Sport,24900000,2015,Алматы,внедорожник,3.0,автомат,,полный привод,слева,синий металлик,Да
Chery,Tiggo 2,7500000,2023,Алматы,кроссовер,1.5,вариатор,30.0,передний привод,слева,белый металлик,Да
Mitsubishi,Outlander,9000000,2013,Алматы,кроссовер,2.4,вариатор,,полный привод,слева,серебристый металлик,Да
Audi,100,3900000,1993,Алматы,универсал,2.6,автомат,270000.0,полный привод,слева,черный металлик,Да
Volkswagen,Polo,800000,1997,Алматы,седан,1.6,механика,,передний привод,слева,зеленый,Да
Hyundai,Sonata,6899990,2010,Алматы,седан,2.4,автомат,295872.0,передний привод,слева,серый металлик,Да
Hyundai,Sonata,14300000,2020,Алматы,седан,2.5,автомат,53000.0,передний привод,слева,,Да
Volkswagen,ID.6,19500000,2023,Алматы,кроссовер,,автомат,200.0,задний привод,слева,белый металлик,Да
Zeekr,001,27950000,2023,Алматы,лифтбек,,автомат,1400.0,полный привод,слева,белый металлик,Да
Subaru,Legacy,4700000,2003,Алматы,седан,3.0,автомат,,полный привод,справа,черный металлик,Да
Kia,Sportage,21300000,2022,Алматы,кроссовер,1.6,автомат,9600.0,полный привод,слева,белый металлик,Да
Honda,Odyssey,6000000,2002,Алматы,минивэн,2.3,автомат,,передний привод,справа,хамелеон,Да
Toyota,Land Cruiser,46500000,2019,Алматы,внедорожник,4.6,автомат,34000.0,полный привод,слева,черный металлик,Да
Mercedes-Benz,S 500,30000000,2013,Алматы,седан,4.7,автомат,30000.0,задний привод,слева,черный металлик,Да
Volkswagen,Golf,3100000,1993,Алматы,хэтчбек,2.0,автомат,263000.0,передний привод,слева,красный,Да
Kia,Carnival,16500000,2020,Алматы,минивэн,3.5,автомат,94000.0,полный привод,слева,черный,Да
Mercedes-Benz,S 320,12500000,1998,Алматы,седан,3.2,автомат,297000.0,задний привод,слева,черный металлик,Да
Toyota,Land Cruiser,46000000,2020,Алматы,внедорожник,4.6,автомат,100000.0,полный привод,слева,белый металлик,Да
ВАЗ (Lada),Largus (фургон),2800000,2014,Алматы,фургон,1.6,механика,,передний привод,слева,белый металлик,Да
Toyota,Camry,6200000,2005,Конаев (Капшагай),седан,2.4,механика,370000.0,передний привод,слева,серебристый металлик,Да
Hyundai,Accent,8500000,2022,Алматы,седан,1.6,автомат,36000.0,передний привод,слева,серый,Да
Toyota,Carina E,2000000,1992,Алматы,лифтбек,2.0,механика,,передний привод,слева,зеленый,Да
Honda,CR-V,5200000,2004,Алматы,кроссовер,2.4,автомат,200000.0,полный привод,слева,черный,Да
Subaru,Legacy,800000,1992,Алматы,универсал,2.2,механика,500000.0,полный привод,слева,,Да
Mitsubishi,Pajero,2900000,1994,Алматы,внедорожник,2.8,автомат,,полный привод,справа,серебристый,Да
Porsche,Panamera,43990000,2017,Алматы,лифтбек,3.0,робот,84000.0,полный привод,слева,черный металлик,Да
Mercedes-Benz,EQC,29500000,2022,Алматы,кроссовер,,автомат,7000.0,полный привод,слева,,Да
Porsche,Cayenne,14000000,2011,Алматы,кроссовер,3.6,автомат,178000.0,полный привод,слева,черный,Да
Mercedes-Benz,C 63 AMG,57000000,2021,Алматы,купе,4.0,автомат,420.0,задний привод,слева,белый металлик,Да
Toyota,RAV 4,16900000,2021,Алматы,кроссовер,2.0,вариатор,23000.0,полный привод,слева,белый металлик,Да
Toyota,4Runner,30000000,2022,Алматы,внедорожник,4.0,автомат,20000.0,полный привод,слева,белый,Да
Kia,Carnival,25500000,2023,Алматы,минивэн,3.5,автомат,24000.0,передний привод,слева,черный,Да
Nissan,Patrol,6000000,2000,Алматы,внедорожник,3.0,механика,,полный привод,слева,черный,Да
Changan,UNI-K,15900000,2023,Алматы,кроссовер,2.0,автомат,5.0,полный привод,слева,,Да
Hyundai,Sonata,15010000,2022,Алматы,седан,2.5,автомат,22023.0,передний привод,слева,серый,Да
Toyota,HiAce,28500000,2022,Алматы,микроавтобус,3.5,автомат,,задний привод,слева,белый,Да
Toyota,Land Cruiser,67700000,2022,Алматы,внедорожник,3.5,автомат,,полный привод,слева,серый металлик,Да
Zeekr,001,25450000,2023,Алматы,лифтбек,,автомат,,полный привод,слева,черный,Да
BYD,Tang,21120000,2023,Алматы,кроссовер,,автомат,,передний привод,слева,черный,Нет
Avatr,11,24290000,2023,Алматы,кроссовер,,автомат,,полный привод,слева,белый,Да
Hyundai,Elantra,8400000,2017,Алматы,седан,2.0,автомат,62000.0,передний привод,слева,черный,Да
Mitsubishi,RVR,1150000,1996,Алматы,минивэн,2.0,автомат,300000.0,передний привод,справа,,Да
Kia,Rio,8790000,2020,Алматы,седан,1.6,автомат,49154.0,передний привод,слева,серый,Да
Kia,K8,22000000,2021,Алматы,седан,3.5,автомат,36600.0,передний привод,слева,серый металлик,Да
Toyota,Camry,16900000,2019,Алматы,седан,2.5,автомат,80000.0,передний привод,слева,белый металлик,Да
Toyota,RAV 4,9840000,2012,Алматы,кроссовер,2.0,вариатор,178459.0,полный привод,слева,серый,Да
Toyota,Camry,9410000,2012,Алматы,седан,2.5,автомат,322130.0,передний привод,слева,черный,Да
Mercedes-Benz,E 280,3800000,1997,Алматы,седан,2.8,автомат,,задний привод,слева,зеленый,Да
Hyundai,Accent,7770000,2019,Алматы,седан,1.6,автомат,81023.0,передний привод,слева,черный,Да
Hyundai,Sonata,4250000,2006,Алматы,седан,2.4,автомат,,передний привод,слева,серебристый металлик,Да
Toyota,Land Cruiser Prado,17950000,2007,Алматы,внедорожник,4.0,автомат,119000.0,полный привод,слева,черный металлик,Да
